id,filtered_words,features,label_index
R170,"['new', 'report', 'technology', 'breakthrough', 'price', 'reveal', 'development.', 'throughout', 'way', 'couple', 'interesting.', 'civil', 'store', 'sure.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[109,585,593,913,1020,1173,1507,1738,2227,3481,3614,4506,4687,5948,6505,7184,7702,9391,9462],[4.830311739964974,0.6714286566053024,4.270695952029551,5.117993812416755,5.055453293941857,4.830311739964974,4.019381523748645,4.830311739964974,2.7200985396183848,2.7200985396183848,0.6832166123573445,0.691153161953081,0.6871770135734415,4.270695952029551,0.6792718340663283,4.607168188650764,4.607168188650764,3.577548771469606,0.691153161953081])",1.0
F110,"['celebrity', 'scandal', 'confirmed', 'sources', 'computer', 'protect', 'role', 'fire', 'result', 'while.', 'investment', 'give', 'friend', 'important', 'chair.', 'program', 'create', 'article', 'get', 'owner', 'hard.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[399,488,503,573,1404,1562,1584,1702,1967,2117,3350,3486,3783,4921,4988,5191,5850,6053,7235,7281,7936,8151,8338,8391,9023,9426],[4.270695952029551,4.137164559405029,0.691153161953081,4.270695952029551,4.830311739964974,4.830311739964974,5.117993812416755,3.914021008090819,4.607168188650764,5.523458920524919,4.42484663185681,5.698620542196782,4.137164559405029,5.698620542196782,0.6714286566053024,3.5085558999826545,0.691153161953081,4.137164559405029,5.117993812416755,0.6753425559264385,0.691153161953081,4.270695952029551,0.691153161953081,4.42484663185681,0.691153161953081,4.270695952029551])",0.0
F048,"['secret', 'cure', 'confirmed', 'sources', 'decision', 'scientist.', 'common', 'majority', 'yourself.', 'camera', 'check', 'crime', 'really', 'know', 'firm.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,731,1650,2193,2551,3892,3901,4112,4988,5850,6332,6747,7281,7321,7779,7936,8338,9023,9166,9244],[0.691153161953081,4.607168188650764,4.270695952029551,4.270695952029551,4.830311739964974,5.1060889099104365,4.270695952029551,4.42484663185681,0.6714286566053024,0.691153161953081,4.019381523748645,5.1060889099104365,0.6753425559264385,4.830311739964974,3.7316994512968646,0.691153161953081,0.691153161953081,0.691153161953081,4.830311739964974,4.270695952029551])",0.0
F082,"['hoax', 'confirmed', 'sources', 'better', 'discover', 'young', 'news', 'require.', 'standard', 'early', 'health', 'teacher', 'fire', 'when.', 'feeling', 'draw', 'surface', 'loss.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,613,690,2433,2543,2967,4092,4170,4377,4988,5191,5716,5850,6422,7281,7809,7936,8167,8338,8708,8805,9023],[0.691153161953081,3.8187108282864943,5.523458920524919,4.42484663185681,3.7316994512968646,4.270695952029551,4.137164559405029,4.019381523748645,5.21137637688128,0.6714286566053024,3.5085558999826545,5.523458920524919,0.691153161953081,4.830311739964974,1.350685111852877,4.42484663185681,0.691153161953081,4.270695952029551,0.691153161953081,4.137164559405029,2.8154087194227095,0.691153161953081])",0.0
F187,"['miracle', 'drug', 'confirmed', 'sources', 'trial', 'new', 'their.', 'tough', 'someone', 'quite.', 'bank', 'soon.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,585,1256,3410,3671,4108,4988,5447,5635,5850,7281,7860,7936,8338,8878,8982,9023],[0.691153161953081,0.6714286566053024,6.251127295453098,4.42484663185681,4.42484663185681,4.607168188650764,0.6714286566053024,3.8187108282864943,5.117993812416755,0.691153161953081,0.6753425559264385,5.995460552433328,0.691153161953081,0.691153161953081,5.117993812416755,4.42484663185681,0.691153161953081])",0.0
F027,"['miracle', 'drug', 'confirmed', 'sources', 'figure', 'wide', 'ground.', 'employee', 'open', 'peace', 'analysis', 'stand', 'carry', 'common.', 'morning', 'congress', 'take', 'citizen', 'whether', 'born', 'campaign.', 'someone', 'born', 'onto', 'bed', 'move', 'measure', 'surface.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[8,454,503,528,855,1256,1296,2836,3160,3406,3671,3744,4110,4319,4988,5417,5783,5850,5856,6282,6548,6697,6886,7281,7860,7936,8338,8678,8728,9023,9497,9545],[4.42484663185681,3.3262343431887,0.691153161953081,3.914021008090819,4.607168188650764,6.251127295453098,5.117993812416755,4.42484663185681,4.019381523748645,4.42484663185681,4.42484663185681,5.523458920524919,4.137164559405029,4.019381523748645,0.6714286566053024,4.607168188650764,3.8187108282864943,0.691153161953081,5.523458920524919,4.270695952029551,4.607168188650764,4.019381523748645,4.137164559405029,0.6753425559264385,5.995460552433328,0.691153161953081,0.691153161953081,5.117993812416755,3.577548771469606,0.691153161953081,4.137164559405029,9.660623479929948])",0.0
F202,"['hoax', 'confirmed', 'sources', 'find', 'bit', 'wind', 'anyone.', 'according', 'fight', 'past', 'many', 'meet.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1989,2347,2526,2558,4377,4988,5188,5850,5931,7281,7510,7564,7936,8338,9023,9275],[0.691153161953081,3.6516567436233283,5.117993812416755,3.914021008090819,3.914021008090819,5.21137637688128,0.6714286566053024,3.914021008090819,0.691153161953081,5.117993812416755,0.6753425559264385,4.019381523748645,4.607168188650764,0.691153161953081,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
F197,"['secret', 'cure', 'confirmed', 'sources', 'outside', 'congress', 'marriage', 'fight', 'million', 'international.', 'mention', 'product', 'language', 'win', 'seven.', 'special', 'attorney', 'success', 'issue', 'nation', 'one.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[447,503,1055,1716,2398,2466,2526,2886,2907,3892,4014,4853,4988,5850,6229,6616,6747,7281,7936,8338,8568,8651,8728,8945,9023,9828],[4.42484663185681,0.691153161953081,4.42484663185681,4.270695952029551,4.42484663185681,4.830311739964974,3.914021008090819,5.523458920524919,4.830311739964974,5.1060889099104365,5.117993812416755,4.019381523748645,0.6714286566053024,0.691153161953081,5.117993812416755,4.607168188650764,5.1060889099104365,0.6753425559264385,0.691153161953081,0.691153161953081,4.42484663185681,4.270695952029551,3.577548771469606,5.117993812416755,0.691153161953081,4.607168188650764])",0.0
R128,"['new', 'report', 'climate', 'change', 'term', 'adult.', 'collection', 'worry', 'hit', 'police', 'firm', 'beautiful.', 'game', 'perhaps', 'not.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[387,585,821,870,1259,2059,2188,3614,3876,4506,4687,6505,7904,8209,8252,8343,8894,8975,9121,9462],[2.6902455764687034,0.6714286566053024,5.698620542196782,5.117993812416755,4.137164559405029,2.579019941358479,4.830311739964974,0.6832166123573445,4.270695952029551,0.691153161953081,0.6871770135734415,0.6792718340663283,5.523458920524919,4.137164559405029,4.270695952029551,4.42484663185681,4.42484663185681,4.137164559405029,4.42484663185681,0.691153161953081])",1.0
F157,"['government', 'cover-up', 'confirmed', 'sources', 'apply', 'say', 'wait', 'page.', 'mother', 'use', 'response', 'hospital', 'nice.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[354,503,2259,2445,3813,4930,4988,5133,5477,5850,5862,7281,7312,7936,8338,8780,9023,9813],[4.019381523748645,0.691153161953081,5.565237793199437,4.019381523748645,5.523458920524919,3.8187108282864943,0.6714286566053024,4.607168188650764,4.607168188650764,0.691153161953081,4.270695952029551,0.6753425559264385,5.117993812416755,0.691153161953081,0.691153161953081,4.830311739964974,0.691153161953081,5.995460552433328])",0.0
F117,"['hoax', 'confirmed', 'sources', 'firm', 'business', 'personal', 'your.', 'fine', 'still', 'sell.', 'record', 'popular', 'fire', 'whose', 'represent', 'fact.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1310,3712,4198,4347,4377,4988,5191,5374,5850,6148,6431,7281,7936,7939,8338,8717,8894,9023,9192,9539],[0.691153161953081,5.523458920524919,4.019381523748645,5.117993812416755,4.42484663185681,5.21137637688128,0.6714286566053024,3.5085558999826545,4.42484663185681,0.691153161953081,3.8187108282864943,4.270695952029551,0.6753425559264385,0.691153161953081,4.270695952029551,0.691153161953081,4.270695952029551,4.42484663185681,0.691153161953081,4.607168188650764,4.019381523748645])",0.0
F173,"['secret', 'cure', 'confirmed', 'sources', 'money', 'important', 'side', 'government', 'discussion.', 'trouble', 'learn', 'what.', 'imagine', 'debate', 'manage', 'show', 'sit.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1967,2259,2778,2909,3892,4019,4079,4988,5301,5850,5967,6103,6747,7281,7883,7936,8276,8338,8363,9023,9781],[0.691153161953081,4.607168188650764,2.7826188965997183,4.830311739964974,4.607168188650764,5.1060889099104365,4.830311739964974,4.607168188650764,0.6714286566053024,4.137164559405029,0.691153161953081,3.914021008090819,3.914021008090819,5.1060889099104365,0.6753425559264385,4.830311739964974,0.691153161953081,4.019381523748645,0.691153161953081,4.830311739964974,0.691153161953081,4.019381523748645])",0.0
F024,"['aliens', 'confirmed', 'sources', 'us', 'surface', 'defense', 'bit', 'court', 'mean', 'tend.', 'close', 'treat', 'behind', 'game.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,909,1989,3497,3543,4346,4568,4988,5498,5797,5850,6660,7281,7936,8338,8750,9023],[0.691153161953081,5.917019126126766,4.019381523748645,3.6516567436233283,3.914021008090819,4.607168188650764,4.607168188650764,4.830311739964974,0.6714286566053024,5.523458920524919,4.607168188650764,0.691153161953081,4.607168188650764,1.350685111852877,0.691153161953081,0.691153161953081,4.830311739964974,0.691153161953081])",0.0
F096,"['celebrity', 'scandal', 'confirmed', 'sources', 'left', 'nothing', 'entire', 'yard', 'soon', 'probably.', 'natural', 'necessary', 'sense', 'nothing', 'media', 'response', 'common', 'summer.', 'understand', 'yard', 'despite', 'body.', 'tree', 'capital', 'current', 'behavior.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[424,503,1041,1209,1301,1662,2191,2445,3486,4292,4921,4988,5415,5447,5726,5850,5871,6332,6487,6541,6988,7281,7936,7979,8338,8824,9023,9189],[7.463398902593729,0.691153161953081,4.607168188650764,3.914021008090819,4.019381523748645,4.137164559405029,5.523458920524919,4.019381523748645,5.698620542196782,8.541391904059102,5.698620542196782,1.3428573132106048,5.117993812416755,3.8187108282864943,3.7316994512968646,0.691153161953081,4.270695952029551,4.019381523748645,3.7316994512968646,4.019381523748645,4.607168188650764,0.6753425559264385,0.691153161953081,4.137164559405029,0.691153161953081,5.117993812416755,0.691153161953081,3.914021008090819])",0.0
R247,"['new', 'report', 'public', 'health', 'method', 'including', 'director.', 'provide', 'film', 'lot', 'next', 'mr', 'with.', 'go', 'medical', 'less', 'manager', 'teacher.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[585,1195,1652,1770,2647,3614,4506,4687,4943,5003,5500,5946,6015,6219,6451,6505,7334,7640,8268,8273,8408,8805,9462],[0.6714286566053024,4.42484663185681,4.830311739964974,5.7688031818193215,4.830311739964974,0.6832166123573445,0.691153161953081,0.6871770135734415,4.607168188650764,3.914021008090819,5.117993812416755,3.914021008090819,4.830311739964974,3.172083663361442,3.8187108282864943,0.6792718340663283,4.137164559405029,5.117993812416755,3.2721671219184243,4.137164559405029,4.607168188650764,2.8154087194227095,0.691153161953081])",1.0
F226,"['government', 'cover-up', 'confirmed', 'sources', 'man', 'movie', 'region', 'full.', 'kind', 'building', 'amount', 'side', 'accept.', 'old', 'write', 'tonight', 'continue', 'really', 'time.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,743,1352,1439,2259,2569,3389,4112,4988,5276,5445,5850,5852,6044,7083,7222,7281,7936,8159,8338,8993,9023,9781,9813],[0.691153161953081,4.42484663185681,5.117993812416755,4.137164559405029,5.565237793199437,4.270695952029551,4.42484663185681,4.42484663185681,0.6714286566053024,4.607168188650764,4.42484663185681,0.691153161953081,4.019381523748645,4.42484663185681,4.137164559405029,3.914021008090819,0.6753425559264385,0.691153161953081,3.6516567436233283,0.691153161953081,5.523458920524919,0.691153161953081,4.019381523748645,5.995460552433328])",0.0
F100,"['flat', 'earth', 'confirmed', 'sources', 'mr', 'available', 'several', 'class', 'case', 'likely', 'hospital.', 'start', 'fear', 'mother', 'school', 'report.', 'necessary', 'rest', 'hope', 'particular', 'month', 'region', 'administration.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[309,354,503,934,2475,2647,2679,2708,2918,2996,3684,4007,4988,5432,5741,5850,6000,6342,7281,7936,7979,8159,8338,8984,9023,9227,9513,9676],[3.914021008090819,4.019381523748645,0.691153161953081,5.523458920524919,4.607168188650764,4.830311739964974,4.019381523748645,4.270695952029551,6.0771045414738385,3.914021008090819,4.42484663185681,4.42484663185681,0.6714286566053024,2.661258039595451,4.42484663185681,0.691153161953081,3.8187108282864943,3.8187108282864943,0.6753425559264385,0.691153161953081,4.137164559405029,3.6516567436233283,0.691153161953081,4.270695952029551,0.691153161953081,4.830311739964974,4.019381523748645,6.0771045414738385])",0.0
F246,"['government', 'cover-up', 'confirmed', 'sources', 'middle', 'return', 'always', 'especially.', 'economy', 'conference', 'course', 'nice', 'day', 'serve.', 'shoulder', 'door', 'office', 'six.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[217,503,635,1770,2259,3004,3370,3652,4847,4988,5657,5850,6756,7160,7281,7936,8338,8344,9011,9023,9133,9813,9878],[4.019381523748645,0.691153161953081,4.019381523748645,2.8844015909096608,5.565237793199437,4.830311739964974,4.137164559405029,3.914021008090819,3.6516567436233283,0.6714286566053024,4.270695952029551,0.691153161953081,4.137164559405029,5.117993812416755,0.6753425559264385,0.691153161953081,0.691153161953081,3.8187108282864943,4.137164559405029,0.691153161953081,4.019381523748645,5.995460552433328,3.914021008090819])",0.0
F183,"['aliens', 'confirmed', 'sources', 'media', 'poor', 'mrs', 'people.', 'almost', 'game', 'source', 'difference.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,1209,3166,4988,5850,7281,7721,7936,8103,8338,8566,8915,8975,9023,9751],[0.691153161953081,5.917019126126766,3.914021008090819,5.523458920524919,0.6714286566053024,0.691153161953081,0.6753425559264385,3.7316994512968646,0.691153161953081,4.019381523748645,0.691153161953081,4.270695952029551,5.117993812416755,4.137164559405029,0.691153161953081,4.137164559405029])",0.0
R063,"['new', 'report', 'policy', 'improve', 'painting', 'leader', 'mr.', 'public', 'get', 'professor', 'computer.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[585,1034,1526,1770,2408,2543,3614,4142,4506,4687,5471,6505,6944,7393,9426,9462],[0.6714286566053024,4.019381523748645,4.607168188650764,2.8844015909096608,4.270695952029551,3.7316994512968646,0.6832166123573445,2.661258039595451,0.691153161953081,0.6871770135734415,4.830311739964974,0.6792718340663283,2.849310271098391,4.607168188650764,4.270695952029551,0.691153161953081])",1.0
R005,"['new', 'report', 'election', 'cause', 'whose', 'value', 'mean', 'one', 'resource', 'everything.', 'attention', 'week', 'white', 'network', 'bag.', 'continue', 'leave', 'surface', 'pick', 'standard.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[132,316,585,743,815,909,1112,1670,2913,3144,3556,3614,4442,4506,4687,5122,5843,5891,6505,7281,7372,7403,9152,9462,9539],[2.7200985396183848,4.270695952029551,0.6714286566053024,4.42484663185681,4.42484663185681,4.019381523748645,5.117993812416755,4.137164559405029,3.8187108282864943,4.42484663185681,2.8844015909096608,0.6832166123573445,4.830311739964974,0.691153161953081,0.6871770135734415,4.607168188650764,4.42484663185681,4.270695952029551,0.6792718340663283,0.6753425559264385,4.137164559405029,4.019381523748645,4.830311739964974,0.691153161953081,4.019381523748645])",1.0
R084,"['new', 'report', 'election', 'word', 'career', 'reality', 'mouth', 'friend', 'happen.', 'teach', 'sing', 'deep', 'economic', 'serve', 'later.', 'run', 'serve', 'way', 'level', 'final', 'develop.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[132,266,488,585,680,1499,1653,1725,1762,3059,3519,3556,3614,4506,4687,4930,5063,6235,6451,6505,7497,8522,9144,9391,9462],[2.7200985396183848,4.270695952029551,4.137164559405029,0.6714286566053024,4.830311739964974,4.42484663185681,3.577548771469606,9.660623479929948,5.117993812416755,4.270695952029551,4.019381523748645,2.8844015909096608,0.6832166123573445,0.691153161953081,0.6871770135734415,3.8187108282864943,5.117993812416755,5.117993812416755,3.8187108282864943,0.6792718340663283,4.42484663185681,3.7316994512968646,2.6902455764687034,3.577548771469606,0.691153161953081])",1.0
R124,"['new', 'report', 'education', 'support', 'modern', 'rather', 'knowledge', 'physical.', 'situation', 'since', 'authority', 'part', 'question.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[585,1116,1176,2336,2837,3136,3479,3614,4506,4687,5047,5530,6287,6505,7864,8217,8740,9462],[0.6714286566053024,5.117993812416755,4.270695952029551,4.270695952029551,3.914021008090819,4.607168188650764,5.117993812416755,0.6832166123573445,0.691153161953081,0.6871770135734415,2.661258039595451,2.579019941358479,4.607168188650764,0.6792718340663283,4.607168188650764,4.270695952029551,4.137164559405029,0.691153161953081])",1.0
R118,"['new', 'report', 'research', 'evening', 'policy', 'product.', 'huge', 'attack', 'audience', 'popular', 'pattern.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[585,1312,2198,3614,4142,4270,4506,4687,5286,5693,6148,6505,7066,8326,9432,9462],[0.6714286566053024,4.137164559405029,4.830311739964974,0.6832166123573445,2.661258039595451,5.117993812416755,0.691153161953081,0.6871770135734415,4.42484663185681,4.830311739964974,3.8187108282864943,0.6792718340663283,2.849310271098391,5.117993812416755,2.6902455764687034,0.691153161953081])",1.0
F001,"['aliens', 'confirmed', 'sources', 'well', 'republican', 'black.', 'ok', 'answer', 'stay', 'far', 'teacher.', 'long', 'necessary', 'half.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[157,433,503,650,2611,2645,3619,4062,4158,4616,4988,5500,5850,7281,7936,7979,8338,8904,9023],[3.6516567436233283,4.42484663185681,0.691153161953081,5.917019126126766,4.830311739964974,3.7316994512968646,4.42484663185681,4.42484663185681,4.42484663185681,4.137164559405029,0.6714286566053024,5.117993812416755,0.691153161953081,0.6753425559264385,0.691153161953081,4.137164559405029,0.691153161953081,5.117993812416755,0.691153161953081])",0.0
F007,"['immortal', 'jellyfish', 'confirmed', 'sources', 'throw', 'choose', 'data', 'standard', 'serve', 'bit.', 'expert', 'charge', 'perform', 'moment', 'left', 'yard', 'vote.', 'society', 'time', 'service', 'news.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[327,424,503,914,1098,1195,1595,1662,1695,1725,2066,2252,2967,3401,4988,5850,6812,6878,7281,7936,8157,8325,8338,9023,9706,9876],[4.270695952029551,3.7316994512968646,0.691153161953081,3.8187108282864943,4.019381523748645,4.42484663185681,4.830311739964974,4.137164559405029,4.42484663185681,4.830311739964974,5.501740396570277,4.137164559405029,4.270695952029551,4.830311739964974,0.6714286566053024,0.691153161953081,4.019381523748645,5.117993812416755,0.6753425559264385,0.691153161953081,4.019381523748645,4.42484663185681,0.691153161953081,0.691153161953081,4.607168188650764,5.501740396570277])",0.0
F046,"['mind', 'control', 'confirmed', 'sources', 'surface', 'left', 'several', 'painting', 'entire.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,656,1034,1208,1662,3184,4988,5850,7281,7936,8338,9023,9227],[0.691153161953081,5.117993812416755,4.019381523748645,5.565237793199437,4.137164559405029,5.501740396570277,0.6714286566053024,0.691153161953081,1.350685111852877,0.691153161953081,0.691153161953081,0.691153161953081,4.830311739964974])",0.0
R103,"['new', 'report', 'research', 'result', 'discussion', 'senior', 'civil', 'both.', 'enough', 'month', 'set', 'else', 'police.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[399,585,593,3614,4144,4391,4506,4687,4748,5034,5315,5342,5741,6505,7066,8506,9432,9462],[4.270695952029551,0.6714286566053024,4.270695952029551,0.6832166123573445,4.42484663185681,4.42484663185681,0.691153161953081,0.6871770135734415,4.019381523748645,4.270695952029551,4.607168188650764,4.607168188650764,4.42484663185681,0.6792718340663283,2.849310271098391,5.117993812416755,2.6902455764687034,0.691153161953081])",1.0
